atk,df,hp,spAtk,spDf,spd,中文名稱,全國編號,初始親密,夢特1,孵化步數,屬性,性別比例,捕捉機率,日文名稱,特性1,特性2,總經驗值,英文名稱,蛋組,身高,進化0,進化1,阿羅拉,體重,屬性1,屬性2
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,妖,
,,,,,,,,,,,,,,,,,,,,,,,,,妖,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 格
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,電 , 鋼
,,,,,,,,,,,,,,,,,,,,,,,,,電 , 鋼
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 冰
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 冰
,,,,,,,,,,,,,,,,,,,,,,,,,鬼 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,鬼 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,鬼 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,地 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,地 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,超 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 冰
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 水
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 水
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 水
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 水
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,電 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,龍,
,,,,,,,,,,,,,,,,,,,,,,,,,龍,
,,,,,,,,,,,,,,,,,,,,,,,,,龍 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 電
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 電
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,妖,
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,妖,
,,,,,,,,,,,,,,,,,,,,,,,,,妖 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,超 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,超 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,岩,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,惡,
,,,,,,,,,,,,,,,,,,,,,,,,,惡 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,鬼,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 鋼
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,地 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,妖,
,,,,,,,,,,,,,,,,,,,,,,,,,妖,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 鋼
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 格
,,,,,,,,,,,,,,,,,,,,,,,,,惡 , 冰
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,惡 , 火
,,,,,,,,,,,,,,,,,,,,,,,,,惡 , 火
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 龍
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,超 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,超 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 格
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 格
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,惡,
,,,,,,,,,,,,,,,,,,,,,,,,,惡,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,超 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,超 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,超 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 水
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 格
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 鬼
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,岩,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,惡 , 鬼
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,格 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,格 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,地 , 龍
,,,,,,,,,,,,,,,,,,,,,,,,,地 , 龍
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,龍 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,毒,
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,地 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,地 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 蟲
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 蟲
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,鬼,
,,,,,,,,,,,,,,,,,,,,,,,,,鬼,
,,,,,,,,,,,,,,,,,,,,,,,,,鬼,
,,,,,,,,,,,,,,,,,,,,,,,,,鬼,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,惡,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,冰,
,,,,,,,,,,,,,,,,,,,,,,,,,冰,
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 水
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 水
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 水
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,龍,
,,,,,,,,,,,,,,,,,,,,,,,,,龍,
,,,,,,,,,,,,,,,,,,,,,,,,,龍 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,岩,
,,,,,,,,,,,,,,,,,,,,,,,,,冰,
,,,,,,,,,,,,,,,,,,,,,,,,,鋼,
,,,,,,,,,,,,,,,,,,,,,,,,,龍 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,龍 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,龍 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 格
,,,,,,,,,,,,,,,,,,,,,,,,,火 , 格
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 鋼
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 水
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,草 , 毒
,,,,,,,,,,,,,,,,,,,,,,,,,岩,
,,,,,,,,,,,,,,,,,,,,,,,,,岩,
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 鋼
,,,,,,,,,,,,,,,,,,,,,,,,,岩 , 鋼
,,,,,,,,,,,,,,,,,,,,,,,,,蟲,
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,鬼 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,鬼 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,鬼,
,,,,,,,,,,,,,,,,,,,,,,,,,惡 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,超,
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,鋼 , 超
,,,,,,,,,,,,,,,,,,,,,,,,,岩,
,,,,,,,,,,,,,,,,,,,,,,,,,超 , 妖
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,普 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,鬼 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,龍 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,龍 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,龍 , 地
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,格,
,,,,,,,,,,,,,,,,,,,,,,,,,格 , 鋼
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,地,
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 蟲
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 惡
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 格
,,,,,,,,,,,,,,,,,,,,,,,,,毒 , 格
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水,
,,,,,,,,,,,,,,,,,,,,,,,,,水 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,冰 , 草
,,,,,,,,,,,,,,,,,,,,,,,,,惡 , 冰
,,,,,,,,,,,,,,,,,,,,,,,,,電 , 鋼
,,,,,,,,,,,,,,,,,,,,,,,,,普,
,,,,,,,,,,,,,,,,,,,,,,,,,地 , 岩
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,電,
,,,,,,,,,,,,,,,,,,,,,,,,,火,
,,,,,,,,,,,,,,,,,,,,,,,,,妖 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,蟲 , 飛
,,,,,,,,,,,,,,,,,,,,,,,,,草,
,,,,,,,,,,,,,,,,,,,,,,,,,冰,
,,,,,,,,,,,,,,,,,,,,,,,,,地 , 飛
